"Item.Description","date","time","Post.code.description","postcode","total","Location","Sales_Type","lat","lon"
"Glove/Lambskin/Mens/Thinsulate","24/3/2007","14:07:10","FRENCHS FOREST - QLD",4502,75,"Local","Shop Sales",-27.2651516,152.9706122
"%Nwm - Group Adult Adm","24/2/2009","10:27:50","Belmont / Grovedale / Highton",3216,5.5,"Local","Ticket Sales",-38.1747227,144.3139277
"%Nwm - Adult Admit","13/6/2014","10:15:50","Albert Park",3206,7.5,"Local","Ticket Sales",-37.8460268,144.9584302
"Card - Queen Of The River","20/12/2009","10:27:43","ASQUITH - NSW",2077,3.59,"Local","Shop Sales",-33.6924088,151.0995447
"Lunch Package - Menu 2","27/4/2012","9:52:46","East Geelong",3219,13.64,"Local","Shop Sales",-38.176358,144.3849841
"Eucalyptus Oil 125ml","12/12/2005","14:41:55","Western Garden",3028,9.5,"Local","Shop Sales",-37.8760399,144.7796581
"Great Ocean Walk-Topographic Map","14/12/2010","14:53:15","Geelong",3220,13.59,"Local","Shop Sales",-38.155681,144.3521811
"%Nwm - Adult Admit","1/11/2011","13:31:47","Box Hill",3128,7.5,"Local","Ticket Sales",-37.8333543,145.1210303
"%Nwm - Child Admit","22/9/2008","15:08:06","West Geelong",3218,3.65,"Local","Ticket Sales",-38.1180538,144.2047333
"%Nwm - Concess Admit","24/1/2013","1:40:12","Eildon",3713,6,"Local","Ticket Sales",-37.3038068,145.9804173
"Sock-Nwm - Ladies Black","25/11/2006","14:45:09","Newhaven",3925,9.95,"Local","Shop Sales",-38.5282425,145.3862638
"%Nwm - Adult Admit","14/4/2009","14:21:31","BLACK HILLS - TAS",7140,7.3,"Local","Ticket Sales",-42.5170721,146.5885592
"%Nwm - Adult Admit","14/7/2013","2:41:33","Belmont / Grovedale / Highton",3216,7.5,"Local","Ticket Sales",-38.1747227,144.3139277
"%Nwm - Group Child /Teddy Bears","29/5/2006","9:29:43","Leopold",3224,10.95,"Local","Ticket Sales",-38.1833957,144.4451578
"%Nwm - Adult Admit","20/7/2010","13:48:31","Drysdale / Clifton Springs",3222,7.3,"Local","Ticket Sales",-38.2049453,144.5875645
"Nwm - Ghc Visitors","6/8/2014","3:31:08","Beaufort",3373,0,"Local","Shop Sales",-37.4528631,143.3474304
"Jumper- Rugby Gingham/Long 552/70 Black","1/4/2008","11:44:57","LANE COVE - NSW",2066,149.95,"Local","Shop Sales",-33.8126017,151.1694511
"Koala 16cm/Swaggie /Long Fur/Auk16swl","7/4/2011","15:19:01","Geelong",3220,13.59,"Local","Shop Sales",-38.155681,144.3521811
"%Nwm - Concess Admit","11/7/2010","14:26:11","Geelong",3220,5.9,"Local","Ticket Sales",-38.155681,144.3521811
"Inner Sole/Shpskin/7 Nat","23/12/2013","3:57:59","Queenscliff",3225,18.14,"Local","Shop Sales",-38.2735587,144.5985292
"Cooler Bag/6 Bottle","15/3/2008","14:07:11","Williamstown",3016,105,"Local","Shop Sales",-37.8571449,144.8813738
"%Nwm & Fdc - Adult","30/9/2009","12:14:00","Belmont / Grovedale / Highton",3216,12,"Local","Ticket Sales",-38.1747227,144.3139277
"Card-  Merino Mansions","7/4/2006","15:52:40","Geelong",3220,4.95,"Local","Shop Sales",-38.155681,144.3521811
"%Nwm - Concess Admit","6/4/2013","11:43:32","Belmont / Grovedale / Highton",3216,6,"Local","Ticket Sales",-38.1747227,144.3139277
"Stubbie/Quilt/Qsq-O","22/11/2012","4:36:29","Wantirna",3152,15.41,"Local","Shop Sales",-37.8668518,145.220397
"%Nwm - Adult Admit","3/8/2014","9:58:53","Cann River",3890,8.25,"Local","Ticket Sales",-37.5621735,149.1960526
"%Nwm - Child Admit","14/11/2012","11:16:45","Brighton",3186,4,"Local","Ticket Sales",-37.9044002,144.9997396
"%Nwm - Adult Admit","23/3/2008","13:02:01","AMAMOOR - QLD",4570,7.3,"Local","Ticket Sales",-26.1882554,152.6705427
"Postcard/Rippleside Swimming Club","19/11/2013","1:31:48","Nth Geelong",3215,1.14,"Local","Shop Sales",-38.1083132,144.3357845
"%Nwm - Concess Admit","17/9/2012","1:20:04","Geelong",3220,6,"Local","Ticket Sales",-38.155681,144.3521811
"Adult - Redeem  Nwm & Fdc","24/9/2009","12:38:03","Kew",3101,0,"Local","Shop Sales",-37.803516,145.0328017
"Postcards/Geelong Sunset/11ge005","24/3/2007","12:47:39","DENISTONE - NSW",2114,0.65,"Local","Shop Sales",-33.8089747,151.0849848
"%Nwm - Concess Admit","25/3/2014","11:26:52","Surrey Hills",3127,6,"Local","Ticket Sales",-37.8259003,145.0989646
"Manor House Rugs - Made to Measure","12/5/2011","13:41:21","Airelys Inlet",3221,381.82,"Local","Shop Sales",-38.1636337,144.1501922
"Sticker - Bells Beach","13/10/2008","10:43:08","BANORA POINT - NSW",2486,2.95,"Local","Shop Sales",-28.2187657,153.4744054
"Foot Warmer/Grey (M)","20/8/2010","12:47:41","East Geelong",3219,30.86,"Local","Shop Sales",-38.176358,144.3849841
"Boomerang Carded/Traditional","21/10/2010","11:31:34","Leopold",3224,14.5,"Local","Shop Sales",-38.1833957,144.4451578
"Soap-Blu Wren 100gm","9/9/2007","15:16:59","Murrumbeena",3163,3.75,"Local","Shop Sales",-37.8950779,145.0548502
"%Nwm - Adult Admit","6/3/2013","4:46:56","Drysdale / Clifton Springs",3222,7.5,"Local","Ticket Sales",-38.2049453,144.5875645
"%Nwm - Group Child /Xmas Woolshed","30/11/2005","10:13:42","Ocean Grove",3226,3.65,"Local","Ticket Sales",-38.2573292,144.5382417
"Promotion (1 for 1) - NWM Only","30/1/2011","12:04:34","Horsham",3400,0,"Local","Shop Sales",-36.7204107,142.1806128
"Nwm Membership - Family %","1/11/2012","12:24:41","West Geelong",3218,0,"Local","Membership Sales",-38.1180538,144.2047333
"Nwm - Seniors Week Free Admission","12/10/2008","13:08:46","Geelong",3220,0,"Local","Shop Sales",-38.155681,144.3521811
"Promotion (1 for 1) - NWM Only","4/9/2008","13:28:20","ALBION PARK - NSW",2527,0,"Local","Shop Sales",-34.5764532,150.7562989
"%Nwm - Casual Concess. Adm","9/10/2013","3:26:11","RIVERTON - SA",5412,4.8,"Local","Ticket Sales",-34.1465459,138.739224
"%Nwm - Grpchild/Cooking In The Woolshed","2/7/2008","9:58:12","Glen Iris",3146,5,"Local","Ticket Sales",-37.8577136,145.0548502
"Kangaroo/40cm Spcl","30/8/2011","14:53:58","Nth Geelong",3215,11.77,"Local","Shop Sales",-38.1083132,144.3357845
"Misc. Discount - Nwm Admissions","27/8/2014","11:27:54","Mooroolbark",3138,0.5,"Local","Shop Sales",-37.7822365,145.3309395
"Xmas Ornament/Tree W Koala On Top","25/9/2013","9:39:56","Belmont / Grovedale / Highton",3216,9.05,"Local","Shop Sales",-38.1747227,144.3139277
"%Nwm - Concess Admit","28/2/2010","14:19:27","Dandenong",3175,5.9,"Local","Ticket Sales",-38.0191689,145.2148736
"%Nwm - Group Child /Xmas Woolshed","15/12/2008","11:29:27","Geelong",3220,3.65,"Local","Ticket Sales",-38.155681,144.3521811
"Card/Wombat/M Cole","29/11/2014","3:11:46","Lara",3212,5.41,"Local","Shop Sales",-38.0110859,144.4561033
"Pant- Charcoal 18 051/63","11/6/2009","12:18:42","Croydon",3136,139.95,"Local","Shop Sales",-37.7983502,145.2811778
"%Nwm - Concess Admit","29/12/2011","1:40:27","Melbourne",3000,6,"Local","Ticket Sales",-37.8152065,144.963937
"Socks - Mens Black Sz 7-11 Swn 1","18/3/2011","15:39:16","East Geelong",3219,12.68,"Local","Shop Sales",-38.176358,144.3849841
"Kara The Bush Koala - Small 22cm","21/11/2006","13:58:55","Geelong",3220,59,"Local","Shop Sales",-38.155681,144.3521811
"Skin Sox - (Xl)","17/12/2014","2:15:21","Belmont / Grovedale / Highton",3216,45.41,"Local","Shop Sales",-38.1747227,144.3139277
"%Nwm - Child Admit","6/1/2006","13:44:49","Corio",3214,3.65,"Local","Ticket Sales",-38.0788809,144.3576473
"NWM - Free Admission","16/8/2009","15:01:47","West Geelong",3218,0,"Local","Shop Sales",-38.1180538,144.2047333
"%Nwm - Adult Admit","2/8/2009","13:30:15","Belmont / Grovedale / Highton",3216,7.3,"Local","Ticket Sales",-38.1747227,144.3139277
"%Nwm - Concess Admit","20/7/2009","11:55:06","DUNALLEY - TAS",7177,5.9,"Local","Ticket Sales",-42.8784013,147.8054144
"%Nwm - Child Admit","30/12/2010","11:12:27","Craigieburn",3064,3.65,"Local","Ticket Sales",-37.5424079,144.9391595
"Placemat & Napkin/Beige/Blue Wren","5/11/2013","1:55:15","Geelong",3220,13.59,"Local","Shop Sales",-38.155681,144.3521811
"Xmas/Ball/Koala Joy B","27/9/2010","13:27:12","Endeavour Hill",3802,16.32,"Local","Shop Sales",-37.9780214,145.2590707
"%Nwm - Adult Admit","8/2/2013","12:08:28","FLEMINGTON - NSW",2140,7.5,"Local","Ticket Sales",-33.858623,151.0791612
"%Nwm - Child Admit","20/12/2014","12:28:35","Werribee",3030,4.5,"Local","Ticket Sales",-37.938058,144.6753231
"%Nwm - Primary Student Adm","30/10/2008","9:24:12","Geelong",3220,62.05,"Local","Ticket Sales",-38.155681,144.3521811
"Tunic/4354/Citrus","26/4/2015","11:58:56","Keilor",3036,162.73,"Local","Shop Sales",-37.6912843,144.8126334
"Sock- Mongrel  L","17/2/2006","12:28:57","Learmonth",3352,29.95,"Local","Shop Sales",-37.7122033,143.8671868
"Soap-Blue Wren 3 Pack 300gm","24/12/2010","12:33:44","East Geelong",3219,10.86,"Local","Shop Sales",-38.176358,144.3849841
"NWM - Free Admission","28/9/2008","14:02:16","Geelong",3220,0,"Local","Shop Sales",-38.155681,144.3521811
"Card - Up Jumped The Swagman As-Lrbp","28/1/2011","13:01:02","Barwon Heads",3227,3.59,"Local","Shop Sales",-38.2498059,144.4232713
"Print - Whimsies","7/1/2010","9:57:07","Geelong",3220,14.5,"Local","Shop Sales",-38.155681,144.3521811
"Gift Card - Boobook Owl (J Boot)","15/8/2012","1:50:57","Lara",3212,1.36,"Local","Shop Sales",-38.0110859,144.4561033
"Sock-Nwm - Ladies Black","6/5/2014","5:08:35","Geelong",3220,9.05,"Local","Shop Sales",-38.155681,144.3521811
"Attending Function facilities","6/8/2013","10:12:31","Geelong",3220,0,"Local","Shop Sales",-38.155681,144.3521811
"Family Child - NWM Only","14/7/2011","11:13:05","Box Hill",3128,0,"Local","Shop Sales",-37.8333543,145.1210303
"Nwm - Sundry Income","28/9/2012","3:26:55","CANBERRA MAIL CENTRE - ACT",2610,18.18,"Local","Shop Sales",-25.274398,133.775136
"%Nwm - Adult Admit","10/8/2014","11:37:58","Ringwood",3134,8.25,"Local","Ticket Sales",-37.7900435,145.2424941
"Manor House Rugs - Two Module","29/5/2012","1:27:48","CHIFLEY - ACT",2606,131.82,"Local","Shop Sales",-35.3490795,149.0898262
"%Nwm - Child Admit","11/1/2012","10:11:10","Airelys Inlet",3221,4,"Local","Ticket Sales",-38.1636337,144.1501922
"%Nwm - Family Adm(2+3)","1/10/2014","11:45:18","ALBURY - NSW",2640,25,"Local","Ticket Sales",-35.9976838,147.259277
"%Nwm - Child Admit","16/8/2009","11:17:12","Ocean Grove",3226,3.65,"Local","Ticket Sales",-38.2573292,144.5382417
"Jean - Ladies 14 Denim Me1003d","13/11/2006","11:51:18","BEN BUCKLER - NSW",2026,139.95,"Local","Shop Sales",-33.8922511,151.2714535
"%Nwm - Adult Admit","10/3/2014","4:08:56","Oakleigh",3166,37.5,"Local","Ticket Sales",-37.9006677,145.0989646
"Pen - Koala/Kanga Light Up","13/4/2011","11:41:38","Belmont / Grovedale / Highton",3216,5.41,"Local","Shop Sales",-38.1747227,144.3139277
"%Nwm - Adult Admit","29/11/2007","15:26:13","Mount Helen",3350,7.3,"Local","Ticket Sales",-37.5691087,143.8563224
"%Nwm - Concess Admit","21/9/2008","13:21:21","Melbourne",3000,5.9,"Local","Ticket Sales",-37.8152065,144.963937
"Sock - Bellv Child/9-12 Bvc047","11/5/2010","13:08:38","GODWIN BEACH - QLD",4511,7.73,"Local","Shop Sales",-27.066757,153.0834039
"Tissues/Pkt/Dollars","20/7/2014","3:08:25","BEBEAH - NSW",2259,1.36,"Local","Shop Sales",-33.2059456,151.3501856
"Jumper - Navy/Zip Collar/2wl 909","1/6/2011","10:21:28","Belmont / Grovedale / Highton",3216,100,"Local","Shop Sales",-38.1747227,144.3139277
"%Nwm - Child Admit","21/4/2012","1:51:38","Queenscliff",3225,4,"Local","Ticket Sales",-38.2735587,144.5985292
"Tea Towel Sheep Coloured Tt-005sh","28/9/2014","2:25:13","BADGEBUP - WA",6317,8.14,"Local","Shop Sales",-33.6278441,117.6904167
"%Nwm - Concess Admit","18/9/2007","11:34:48","CARRINGTON - QLD",4350,5.9,"Local","Ticket Sales",-27.5564884,151.9533185
"%Nwm - Concess Admit","2/2/2013","3:29:37","Belmont / Grovedale / Highton",3216,6,"Local","Ticket Sales",-38.1747227,144.3139277
"Notecard/Set/Owlets","1/1/2015","4:37:49","Balwyn North",3104,16.32,"Local","Shop Sales",-37.7941151,145.0879338
"%Nwm - Child Admit","2/8/2009","12:16:36","Box Hill North",3129,3.65,"Local","Ticket Sales",-37.8052948,145.1210303
"%Nwm - Concess Admit","7/7/2012","1:58:38","Bulleen",3105,6,"Local","Ticket Sales",-37.7660476,145.0879338
"%Nwm - Child Admit","1/10/2008","10:34:27","Corio",3214,3.65,"Local","Ticket Sales",-38.0788809,144.3576473
"Keyring/Sh'pskin/Ass Cols","20/3/2013","3:22:15","Geelong",3220,9.05,"Local","Shop Sales",-38.155681,144.3521811
"Sock/46c/Health/No Elastic/Mens/Reg","2/5/2014","11:23:24","Geelong",3220,18.14,"Local","Shop Sales",-38.155681,144.3521811
"%Nwm - Seniors Week","6/10/2009","11:58:06","Geelong",3220,2,"Local","Ticket Sales",-38.155681,144.3521811
"Bookmarks/Sbm004","7/4/2013","2:13:57","Corio",3214,0.91,"Local","Shop Sales",-38.0788809,144.3576473
"Lens Cloth/Smlc01 Kylie Kemarre","28/4/2014","2:55:52","Ocean Grove",3226,5,"Local","Shop Sales",-38.2573292,144.5382417
"Egg- Komodo Growing Dragon","8/9/2009","13:17:55","Belmont / Grovedale / Highton",3216,7.73,"Local","Shop Sales",-38.1747227,144.3139277
"%Nwm - Concess Admit","4/2/2012","1:51:07","Malvern East",3145,6,"Local","Ticket Sales",-37.8763981,145.0548502
"%Nwm - Concess Admit","8/7/2014","2:16:23","Ardeer",3022,6,"Local","Ticket Sales",-37.7776716,144.7988921
"NWM - Free Admission","12/1/2009","11:32:36","Geelong",3220,0,"Local","Shop Sales",-38.155681,144.3521811
"Card/Native Wreath","3/12/2014","2:56:37","Leopold",3224,1.77,"Local","Shop Sales",-38.1833957,144.4451578
"Nwm - Ghc Visitors","25/11/2013","11:49:27","AUSTRALIND - WA",6230,0,"Local","Shop Sales",-33.3870825,115.6273131
"%Nwm - Adult Admit","24/9/2012","1:05:36","Belmont / Grovedale / Highton",3216,7.5,"Local","Ticket Sales",-38.1747227,144.3139277
"%Nwm - Child Admit","29/1/2010","10:34:14","Mordialloc",3195,3.65,"Local","Ticket Sales",-38.0005492,145.1044805
"%Nwm - Adult Admit","20/9/2009","12:55:10","Lara",3212,7.3,"Local","Ticket Sales",-38.0110859,144.4561033
"%Nwm - Concess Admit","3/9/2008","15:03:06","Research",3095,5.9,"Local","Ticket Sales",-37.7049998,145.1706992
"Mocco/Black 12","3/6/2010","12:47:48","Drysdale / Clifton Springs",3222,34.5,"Local","Shop Sales",-38.2049453,144.5875645
"Family Child - NWM Only","15/1/2015","11:36:42","BORDERTOWN - SA",5268,0,"Local","Shop Sales",-36.4269352,140.8040271
"Sock - Bellv Lds 2-8 Bvl057","31/7/2005","16:01:01","Huntly",3551,8.5,"Local","Shop Sales",-36.8021738,144.4779988
"Thimble/Geelong/4552645","26/6/2014","12:56:45","BASKERVILLE - WA",6056,4.5,"Local","Shop Sales",-31.8602523,116.0532101
"%Nwm - Adult Admit","26/4/2008","13:16:13","Keilor",3036,7.3,"Local","Ticket Sales",-37.6912843,144.8126334
"%Nwm - Adult Admit","29/12/2012","12:04:22","Research",3095,7.5,"Local","Ticket Sales",-37.7049998,145.1706992
"Scarf/Mohair/W'melon/St Alb","24/8/2008","14:19:12","Buninyong",3357,54,"Local","Shop Sales",-37.6521937,143.8943543
"Jmpr/Crew/383/Aqua/Mgw","19/8/2010","11:30:24","Bacchus Marsh",3340,99.09,"Local","Shop Sales",-37.7356162,144.4123303
"%Nwm - Adult Admit","4/10/2014","1:03:39","East Geelong",3219,8.25,"Local","Ticket Sales",-38.176358,144.3849841
"Dinosaurs Pvc 20cm/Bright Colours","23/11/2008","14:18:11","Belmont / Grovedale / Highton",3216,3.3,"Local","Shop Sales",-38.1747227,144.3139277
"%Nwm - Concess Admit","18/7/2011","13:49:06","ABBOTSHAM - TAS",7315,6,"Local","Ticket Sales",-41.3068098,146.1037444
"Coasters - Set 6 Grt Oc Rd Montag/395334","17/1/2014","3:46:54","Mount Helen",3350,17.73,"Local","Shop Sales",-37.5691087,143.8563224
"%Nwm - Concess Admit","11/7/2012","12:59:35","West Geelong",3218,6,"Local","Ticket Sales",-38.1180538,144.2047333
"Postcards/Gor/11go159","13/11/2010","12:59:34","Belmont / Grovedale / Highton",3216,0.59,"Local","Shop Sales",-38.1747227,144.3139277
"Walking Tour Got","22/2/2006","9:59:43","ALSTONVILLE - NSW",2477,7,"Local","Shop Sales",-28.9094612,153.4154233
"Pincher/T-Rex/Brown","16/4/2013","10:56:05","Geelong",3220,6.32,"Local","Shop Sales",-38.155681,144.3521811
"Card - Down Came The Troopers As-Lrbp","9/11/2006","13:45:41","Bendigo",3550,3.95,"Local","Shop Sales",-36.7665875,144.2920769
"%Nwm - Adult Admit","21/1/2013","1:28:54","Learmonth",3352,7.5,"Local","Ticket Sales",-37.7122033,143.8671868
"Handtowel/Crimson Rosella","26/6/2011","10:49:02","Leopold",3224,15.41,"Local","Shop Sales",-38.1833957,144.4451578
"%Nwm - Adult Admit","6/7/2013","12:39:31","Elsternwick",3185,7.5,"Local","Ticket Sales",-37.8862009,145.0080039
"Jumper -Cross Plating V Neck10063","5/6/2010","14:04:20","Rowville",3178,131.82,"Local","Shop Sales",-37.9210442,145.2424941
"Coathanger Lambswool  (Benson)","5/4/2011","9:50:48","Queenscliff",3225,12.68,"Local","Shop Sales",-38.2735587,144.5985292
"Socks /Rainbow Sz 2-8","8/6/2005","14:22:40","Drysdale / Clifton Springs",3222,25,"Local","Shop Sales",-38.2049453,144.5875645
"Family Child - NWM Only","23/5/2015","2:13:04","Belmont / Grovedale / Highton",3216,0,"Local","Shop Sales",-38.1747227,144.3139277
"%Nwm - Adult Admit","2/2/2013","10:04:07","Belmont / Grovedale / Highton",3216,7.5,"Local","Ticket Sales",-38.1747227,144.3139277
"%Nwm - Adult Admit","7/5/2007","11:45:19","GRANGE - SA",5022,7.3,"Local","Ticket Sales",-34.9042495,138.496221
"Postcards - Great Ocean Rd 6sc 11go179","12/4/2010","15:36:18","East Geelong",3219,0.59,"Local","Shop Sales",-38.176358,144.3849841
"%Nwm - Concess Admit","15/7/2006","15:30:11","Blackburn",3130,5.9,"Local","Ticket Sales",-37.8258214,145.1541397
"Throw Rug/Alpaca/Seaglass","11/5/2013","3:25:09","Geelong",3220,186.36,"Local","Shop Sales",-38.155681,144.3521811
"Tea Towel Sheep Coloured Tt-005sh","17/12/2014","4:55:25","Birregurra",3242,8.14,"Local","Shop Sales",-38.3300725,143.8128803
"Family Adult - NWM Only","18/1/2010","11:39:51","Hamilton",3300,0,"Local","Shop Sales",-37.783845,142.0003599
"Pete The Sheep (S/Cover)","29/12/2009","12:17:06","Bentleigh East",3165,13.59,"Local","Shop Sales",-37.9174873,145.0658766
"%Nwm - Sec. Student Adm","1/6/2007","16:36:17","Geelong",3220,273.75,"Local","Ticket Sales",-38.155681,144.3521811
"%Nwm - Concess Admit","18/4/2008","15:39:06","BANKSTOWN - NSW",2200,11.8,"Local","Ticket Sales",-33.9200458,151.0296696
"Family Child - NWM Only","26/1/2012","12:27:54","Tarneit",3029,0,"Local","Shop Sales",-37.8282806,144.7082568
"Magnet/Tin/G'day Roo/Ma022","7/4/2015","4:23:18","Geelong",3220,3.55,"Local","Shop Sales",-38.155681,144.3521811
"Bay Walk Bollards/Guide Book","7/9/2006","14:19:45","BUDERIM - QLD",4556,9.95,"Local","Shop Sales",-26.6971583,153.0500809
"%Nwm - 2 For 1 Child Adm","5/10/2012","12:28:26","Lara",3212,4,"Local","Ticket Sales",-38.0110859,144.4561033
"%Nwm - Child Admit","22/9/2009","11:31:35","Mooroolbark",3138,3.65,"Local","Ticket Sales",-37.7822365,145.3309395
"%Nwm - Concess Admit","1/9/2008","10:17:09","ALBERTON - QLD",4207,5.9,"Local","Ticket Sales",-27.7319516,153.2061661
"%Nwm - Concess Admit","26/6/2008","11:13:29","Chelsea",3196,5.9,"Local","Ticket Sales",-38.048116,145.1210303
"Foot Warmer/Grey (M)","8/4/2012","4:27:08","Murrumbeena",3163,31.77,"Local","Shop Sales",-37.8950779,145.0548502
"Ring - Opal Op400032","28/2/2009","10:44:25","WOLLONGONG MAIL CENTRE - NSW",2521,59.95,"Local","Shop Sales",-25.274398,133.775136
"Lambswool Wombat  (Benson)","8/4/2011","14:45:52","Drysdale / Clifton Springs",3222,32.68,"Local","Shop Sales",-38.2049453,144.5875645
"%Nwm - Child Admit","5/1/2010","14:02:39","Castlemaine",3450,3.65,"Local","Ticket Sales",-37.0636472,144.2265602
"NWM - Free Admission","7/9/2012","10:34:36","Lara",3212,0,"Local","Shop Sales",-38.0110859,144.4561033
"%Nwm - Concess Admit","14/8/2010","14:33:59","Belmont / Grovedale / Highton",3216,5.9,"Local","Ticket Sales",-38.1747227,144.3139277
"Gift Card - National Library","23/4/2008","10:11:02","Geelong",3220,1.5,"Local","Shop Sales",-38.155681,144.3521811
"NWM - Free Admission","5/3/2015","1:55:39","Spotswood",3015,0,"Local","Shop Sales",-37.8352097,144.8786231
"Waterball/Kanga/Sml","24/6/2013","10:59:53","Leopold",3224,7.23,"Local","Shop Sales",-38.1833957,144.4451578
"%Nwm - Concess Admit","15/8/2013","11:48:04","Torquay",3228,6,"Local","Ticket Sales",-38.3419249,144.2374759
"%Nwm - Concess Admit","19/1/2011","12:20:53","Belmont / Grovedale / Highton",3216,5.9,"Local","Ticket Sales",-38.1747227,144.3139277
"Family Child - NWM Only","7/1/2014","2:21:32","BALCOLYN - NSW",2264,0,"Local","Shop Sales",-33.1186851,151.4552213
"Pincher/Triceratops","18/1/2013","4:51:50","East Geelong",3219,6.32,"Local","Shop Sales",-38.176358,144.3849841
"Magnet/Lg Grt Ocean Rd 4063279","8/1/2015","12:09:32","Geelong",3220,4.5,"Local","Shop Sales",-38.155681,144.3521811
"Promotion (1 for 1) - NWM Only","12/11/2008","12:58:55","East Geelong",3219,0,"Local","Shop Sales",-38.176358,144.3849841
"Scarf/Mohair/Snowgum/St Alb","17/12/2010","11:24:50","Hamilton",3300,59.09,"Local","Shop Sales",-37.783845,142.0003599
"Magnet/Symbol Resin/Friendship","11/9/2012","3:16:26","Portland",3305,3.18,"Local","Shop Sales",-38.290126,141.4706543
"%Nwm - Adult Admit","20/7/2012","11:43:19","South Yarra",3141,7.5,"Local","Ticket Sales",-37.838568,144.9914761
"Clutch Pin - Nwm Ram Logo","31/12/2008","11:04:13","BASKERVILLE - WA",6056,4.95,"Local","Shop Sales",-31.8602523,116.0532101
"Adult Cost Rate","5/8/2013","12:00:01","Kew",3101,0,"Local","Shop Sales",-37.803516,145.0328017
"Jkt/Felted/Berry Grey/Med (Cons)","26/3/2013","1:48:23","Moriac",3240,180.91,"Local","Shop Sales",-38.2482932,144.1283863
"Magnet/Fridge-Boomerang Set X 3","4/3/2015","2:49:19","East Geelong",3219,5.41,"Local","Shop Sales",-38.176358,144.3849841
"Soap- Kangaroo Paw 100g","17/1/2011","14:58:48","Drysdale / Clifton Springs",3222,5,"Local","Shop Sales",-38.2049453,144.5875645
"Biscuits/Anzacs 200gm Tin/Aust Fauna","18/7/2011","14:39:01","Belmont / Grovedale / Highton",3216,13.59,"Local","Shop Sales",-38.1747227,144.3139277
"%Nwm - Child Admit","2/10/2008","10:40:14","Belmont / Grovedale / Highton",3216,3.65,"Local","Ticket Sales",-38.1747227,144.3139277
"Scarf/Wool/Charcoal/St Alb","31/10/2013","11:43:10","Geelong",3220,53.64,"Local","Shop Sales",-38.155681,144.3521811
"Scarf/Mohair/Coral Chk/St Alb","13/12/2006","15:48:34","Goroke",3412,45,"Local","Shop Sales",-36.6744115,141.4939853
"%Nwm - Adult Admit","23/9/2014","9:57:39","Sunbury",3429,8.25,"Local","Ticket Sales",-37.5424727,144.7192376
"%Nwm - Concess Admit","3/2/2015","1:39:28","Avoca",3467,6.5,"Local","Ticket Sales",-37.0638618,143.4554195
"%Nwm - Child Admit","3/4/2013","10:40:44","Lara",3212,4,"Local","Ticket Sales",-38.0110859,144.4561033
"Postcards/G O R/12 Apostle/11go153","22/10/2014","11:02:35","AVENELL HEIGHTS - QLD",4670,0.59,"Local","Shop Sales",-24.8822309,152.3593807
"%Nwm - Family Adm(2+2)","7/10/2008","11:10:26","BEN BULLEN - NSW",2790,20,"Local","Ticket Sales",-33.495962,150.1647697
"Postcard/Rippleside Swimming Club","6/9/2012","3:41:56","Malvern East",3145,1.14,"Local","Shop Sales",-37.8763981,145.0548502
"%Nwm - Sec. Student Adm","25/8/2009","14:13:45","Geelong",3220,83.95,"Local","Ticket Sales",-38.155681,144.3521811
"%Nwm - Concess Admit","22/1/2013","12:12:34","East Geelong",3219,6,"Local","Ticket Sales",-38.176358,144.3849841
"Nwm - Seniors Week Free Admission","4/10/2006","11:20:27","Lower Templestowe",3107,0,"Local","Shop Sales",-37.7641408,145.1099967
"%Nwm - Child Admit","16/4/2009","10:09:52","Nth Geelong",3215,3.65,"Local","Ticket Sales",-38.1083132,144.3357845
"Woollys Walk","26/5/2008","14:19:58","East Geelong",3219,14.95,"Local","Shop Sales",-38.176358,144.3849841
"%Nwm - Concess Admit","23/3/2014","11:48:27","MOANA - SA",5169,6,"Local","Ticket Sales",-35.1936786,138.4837239
"%Nwm - Concess Admit","12/4/2014","10:44:57","Wantirna",3152,6,"Local","Ticket Sales",-37.8668518,145.220397
"Family Adult - NWM Only","8/2/2015","11:01:41","Strathmore",3041,0,"Local","Shop Sales",-37.7306079,144.9006313
"%Nwm - Primary Student Adm","31/5/2012","4:01:25","Corio",3214,196,"Local","Ticket Sales",-38.0788809,144.3576473
"Card - Crimson Rosella/M Cole","6/12/2010","12:15:31","Geelong",3220,5.41,"Local","Shop Sales",-38.155681,144.3521811
"%Nwm - Concess Admit","27/5/2011","11:56:14","BRADYS GULLY - NSW",2250,5.9,"Local","Ticket Sales",-33.3502247,151.1869325
"Shot Glass/Grt Ocn Rd/Double","15/12/2014","3:58:33","Winchelsea",3241,26.32,"Local","Shop Sales",-38.260588,143.9541563
"%Nwm - Concess Admit","5/10/2012","10:53:30","West Geelong",3218,6,"Local","Ticket Sales",-38.1180538,144.2047333
"Scarf - 71457 Self Stripe","3/10/2008","15:45:45","Geelong",3220,39.95,"Local","Shop Sales",-38.155681,144.3521811
"Keyring Sheep  Zody","9/9/2009","11:50:53","Glen Waverley",3150,5.91,"Local","Shop Sales",-37.8921876,145.1706992
"Stole - Pip Assorted","7/12/2008","15:36:57","Werribee",3030,39.95,"Local","Shop Sales",-37.938058,144.6753231
"Xmas/Clo/Kanga T","22/8/2013","12:29:31","Geelong",3220,18.14,"Local","Shop Sales",-38.155681,144.3521811
